epoch,loss,accuracy
1,1.5391515850667508,13.333333333333334
2,1.1935093501806229,13.333333333333334
3,0.9673461689948293,56.666666666666664
4,0.8515250907702936,60
5,0.7569100890130852,80
6,0.684501814277105,86.66666666666667
7,0.6307841014180726,93.33333333333333
8,0.5929667137178143,93.33333333333333
9,0.5609838180962634,96.66666666666667
10,0.535257441937873,96.66666666666667
11,0.5137938259238253,96.66666666666667
12,0.4950715137595931,96.66666666666667
13,0.47887632365931687,96.66666666666667
14,0.46427091997681974,96.66666666666667
15,0.451053761606958,96.66666666666667
16,0.438998115264271,96.66666666666667
17,0.42783493652097165,96.66666666666667
18,0.4174741049972874,96.66666666666667
19,0.4077683477913434,96.66666666666667
20,0.3986351157076868,96.66666666666667
21,0.39000866359770864,96.66666666666667
22,0.38182344660329065,96.66666666666667
23,0.3740374424606774,96.66666666666667
24,0.3666085146797916,96.66666666666667
25,0.35950421117968007,96.66666666666667
26,0.3526972718869643,96.66666666666667
27,0.3461633102094495,96.66666666666667
28,0.3398824350707347,96.66666666666667
29,0.3338366858654039,96.66666666666667
30,0.3280106106907954,96.66666666666667
31,0.3223905791068369,96.66666666666667
32,0.3169643860483118,96.66666666666667
33,0.3117212085903786,96.66666666666667
34,0.3066512314090802,96.66666666666667
35,0.30174558217206465,96.66666666666667
36,0.296996167149707,96.66666666666667
37,0.2923955579136849,96.66666666666667
38,0.2879369181671697,96.66666666666667
39,0.28361391386509766,96.66666666666667
40,0.27942065997398013,96.66666666666667
41,0.2753516652478455,96.66666666666667
42,0.27140178836546,96.66666666666667
43,0.26756620237159123,96.66666666666667
44,0.2638403619708947,96.66666666666667
45,0.2602199775311848,96.66666666666667
46,0.25670099177240224,96.66666666666667
47,0.25327955989629203,96.66666666666667
48,0.24995203245629213,96.66666666666667
49,0.2467149401748388,96.66666666666667
50,0.24356498077683242,96.66666666666667
51,0.24049900726417897,96.66666666666667
52,0.237514017513089,96.66666666666667
53,0.23460714498482016,96.66666666666667
54,0.2317756503525382,96.66666666666667
55,0.22901691394724777,96.66666666666667
56,0.2263284288859309,96.66666666666667
57,0.22370779479804387,96.66666666666667
58,0.22115271207228326,96.66666666666667
59,0.21866097655475744,96.66666666666667
60,0.216230474647238,96.66666666666667
61,0.21385917875723037,96.66666666666667
62,0.21154514306143674,96.66666666666667
63,0.2092864995495653,96.66666666666667
64,0.20708145431978894,96.66666666666667
65,0.20492828410191796,96.66666666666667
66,0.2028253329872489,96.66666666666667
67,0.200771009347048,96.66666666666667
68,0.19876378292398192,96.66666666666667
69,0.19680218208270236,96.66666666666667
70,0.1948847912075192,96.66666666666667
71,0.19301024823645044,96.66666666666667
72,0.1911772423221333,96.66666666666667
73,0.18938451161109088,96.66666666666667
74,0.187630841133691,96.66666666666667
75,0.18591506079788506,96.66666666666667
76,0.18423604348043757,96.66666666666667
77,0.1825927032099078,96.66666666666667
78,0.18098399343612762,96.66666666666667
79,0.17940890538132698,96.66666666666667
80,0.17786646646843868,96.66666666666667
81,0.17635573882242972,96.66666666666667
82,0.17487581784080244,96.66666666666667
83,0.17342583082966515,96.66666666666667
84,0.17200493570200764,96.66666666666667
85,0.17061231973502589,96.66666666666667
86,0.1692471983835358,96.66666666666667
87,0.16790881414668812,96.66666666666667
88,0.16659643548535874,96.66666666666667
89,0.16530935578773998,96.66666666666667
90,0.16404689238078926,96.66666666666667
91,0.1628083855853274,96.66666666666667
92,0.16159319781268794,96.66666666666667
93,0.16040071270093886,96.66666666666667
94,0.1592303342887939,96.66666666666667
95,0.1580814862254315,96.66666666666667
96,0.15695361101453223,96.66666666666667
97,0.1558461692909243,96.66666666666667
98,0.15475863912831833,96.66666666666667
99,0.15369051537667688,96.66666666666667
100,0.15264130902784664,96.66666666666667
101,0.1516105466081429,96.66666666666667
102,0.15059776959664187,96.66666666666667
103,0.14960253386799952,96.66666666666667
104,0.1486244091586707,96.66666666666667
105,0.14766297855545835,96.66666666666667
106,0.1467178380053747,96.66666666666667
107,0.14578859584584553,96.66666666666667
108,0.14487487235433527,96.66666666666667
109,0.14397629931651493,96.66666666666667
110,0.14309251961213806,96.66666666666667
111,0.14222318681782778,96.66666666666667
112,0.1413679648260201,96.66666666666667
113,0.14052652747933853,96.66666666666667
114,0.13969855821971763,96.66666666666667
115,0.1388837497516172,96.66666666666667
116,0.1380818037187067,96.66666666666667
117,0.13729243039342454,96.66666666666667
118,0.13651534837884763,96.66666666666667
119,0.13575028432233233,96.66666666666667
120,0.13499697264041183,96.66666666666667
121,0.13425515525446155,96.66666666666667
122,0.1335245813366663,96.66666666666667
123,0.13280500706584264,96.66666666666667
124,0.13209619539269446,96.66666666666667
125,0.1313979158140951,96.66666666666667
126,0.1307099441560127,96.66666666666667
127,0.13003206236470785,96.66666666666667
128,0.12936405830585676,96.66666666666667
129,0.12870572557126053,96.66666666666667
130,0.1280568632928244,96.66666666666667
131,0.1274172759635009,96.66666666666667
132,0.1267867732649061,96.66666666666667
133,0.12616516990133075,96.66666666666667
134,0.12555228543988203,96.66666666666667
135,0.12494794415650164,96.66666666666667
136,0.12435197488761997,96.66666666666667
137,0.12376421088721307,96.66666666666667
138,0.12318448968904473,96.66666666666667
139,0.12261265297388046,96.66666666666667
140,0.12204854644147305,96.66666666666667
141,0.12149201968712713,96.66666666666667
142,0.12094292608265908,96.66666666666667
143,0.12040112266157561,96.66666666666667
144,0.11986647000830342,96.66666666666667
145,0.11933883215130921,96.66666666666667
146,0.11881807645995655,96.66666666666667
147,0.11830407354495057,96.66666666666667
148,0.11779669716223314,96.66666666666667
149,0.11729582412019052,96.66666666666667
150,0.11680133419004671,96.66666666666667
151,0.11631311001931792,96.66666666666667
152,0.1158310370482115,96.66666666666667
153,0.11535500342885409,96.66666666666667
154,0.11488489994724344,96.66666666666667
155,0.11442061994781724,96.66666666666667
156,0.11396205926054224,96.66666666666667
157,0.11350911613042679,96.66666666666667
158,0.11306169114936604,96.66666666666667
159,0.11261968719023294,96.66666666666667
160,0.11218300934313036,96.66666666666667
161,0.11175156485372477,96.66666666666667
162,0.11132526306358365,96.66666666666667
163,0.11090401535244372,96.66666666666667
164,0.11048773508233854,96.66666666666667
165,0.11007633754351738,96.66666666666667
166,0.10966973990209072,96.66666666666667
167,0.10926786114933897,96.66666666666667
