epoch,loss
1,0.07381141237185741
2,0.035063201323111505
3,0.013263589590312676
4,0.0053162744786238395
5,0.0030766135893425563
6,0.0026507830056477595
7,0.0026937776115675783
8,0.0017561492474406993
9,0.0013946741237037016
10,0.0016014663250644347
